编号,文件名,文件,mime类型,大小,后缀,位置,链接,添加时间
1,ID100,/uploads/files/202012/03/filebbb9d6a1cf9e072d4d5c6c5ad1df3c067871.docx,application/wps-office.docx,0.17MB,docx,local,/uploads/files/202012/03/filebbb9d6a1cf9e072d4d5c6c5ad1df3c067871.docx,"2020-12-03 15:47:15"
